id	filename	md5	size	state
1e67bfd0-732f-42be-83da-649c0906d644	1361dd18-8a88-428c-9576-d3a4a4265e68.FPKM-UQ.txt.gz	d58bbe56d5e51acbee2aac4c35e597be	492609	validated
23fcf492-852f-4470-905b-294891848865	51d9ffed-23ce-4e3e-afec-5ac0b189b113.FPKM-UQ.txt.gz	0142b35630edcf390d0e9414db790af7	490842	validated
24cd5e61-bc18-4ccb-bbc7-6f1445d70697	e21157c9-e81c-4a5c-8e62-dffb9e51402f.FPKM-UQ.txt.gz	07e34e49f5e64e592f766a9e5b6f86c2	495287	validated
25cf8b48-fbb5-45d5-b4e9-b7147fb41180	95bb05e3-2995-4cef-be79-060b0cc841ac.FPKM-UQ.txt.gz	6b9c041ba09a3779115c872b41ce7c84	522084	validated
264dad57-7113-4416-b3cc-5c60b385acc2	b91d49a7-086e-4617-ba5e-9369268c13c6.FPKM-UQ.txt.gz	16a4ae4fc9e57401955234132b7c4e2c	498387	validated
27816730-1b49-4fbf-bdb0-7cad85f3ee01	25c04d68-f867-4c8a-a597-2e30e13b9258.FPKM-UQ.txt.gz	1f8b07c304f11c5683cd9287899318c5	497638	validated
27a13cec-e07e-48d2-aa35-fbf10c2d3b80	0548ad5b-d44e-49bf-ba58-d6ad036b272b.FPKM-UQ.txt.gz	457570e557d507122e235340b0d0e5ad	502284	validated
2a7ad883-1806-4928-ab37-da05639502f3	bc23d1e2-f73e-49b4-be5b-6a4fc915c6b6.FPKM-UQ.txt.gz	6b0b4d74158a2caaf9855d4f18ffc44d	488531	validated
2af36a2c-d4b4-4d03-bfb5-35bd2caf581f	4aef4c57-4e39-4f1b-8955-2a7c25dafc32.FPKM-UQ.txt.gz	39bfacaee23342d385258e628a2dc48a	488497	validated
2ea307ed-2d12-450a-9a84-780196eb6e06	65961154-aacc-4c6e-a87c-145c0b5ac55d.FPKM-UQ.txt.gz	e6efc9a05ca1fc976a5af5c7a54c40ce	483907	validated
3259cf76-57fa-4f90-a043-a85c95d42d7d	3e1a02f1-6a15-44d9-b974-be537d0f4ad8.FPKM-UQ.txt.gz	45c771a8112b8a0dabe312c391374c6d	510699	validated
326a3940-f334-4231-9a5d-f26c44c88ec4	bc0241d5-d781-4877-9366-d0fab0393638.FPKM-UQ.txt.gz	b95a882157b0439960cf29e44049d6f5	503693	validated
35057ea6-0912-4f51-8560-1e9c1808e91e	d4356740-60db-41b1-901b-a8c2134b7c7f.FPKM-UQ.txt.gz	2482862516af211ed5517cc2840bbc08	584175	validated
392761b0-4e36-4e20-b30d-4dc9c5ea4c9e	d3392d40-4c1e-44cf-9a92-7c496641e2f6.FPKM-UQ.txt.gz	2099140b866b464603a6ed29dc225010	514723	validated
3a3cfe75-bfb2-4c12-8c40-88a20a2e0dec	c934f993-b10f-4ee0-a508-4b95722232e5.FPKM-UQ.txt.gz	1e3e990de868dafeb9a9336e5ad8862e	484032	validated
3b552030-a537-47da-babf-ddc55f09b9a0	7960f154-6b52-41c7-9426-ee3eb72fe470.FPKM-UQ.txt.gz	62fdabc4549defc54373916f60d1590f	483021	validated
3c933bfa-f3af-4797-856b-53cd32bddbd7	43fae07a-6b97-4d18-8684-366ddd8cbad8.FPKM-UQ.txt.gz	6f28edb72adfadb6e3cd3978a1cce90b	550482	validated
3cf4d371-8c05-4e21-aa89-15491d010c4c	0e92cbf2-ac17-4227-a54d-1c8877b2db8f.FPKM-UQ.txt.gz	09a8c6fc15cf375398ad1d5869e52d18	497515	validated
3e0d4e76-71ee-4e52-aede-b51f165e811c	ff1d5ef6-0f9d-408c-9feb-b03380c8ab9c.FPKM-UQ.txt.gz	186f3027e6898443be1ee29e4bdc8d0d	494452	validated
3eec0a0b-aef0-4ab9-888b-ec50f84085f9	ef56f0c2-dae0-4aa0-9240-f8b2d2d1acad.FPKM-UQ.txt.gz	f623b7dd5e6c6ca1783baf39b5c12eb3	507196	validated
4090bd34-fe39-4622-a780-ab843acf135a	bfd55f02-f569-46fe-8513-54a682d74d48.FPKM-UQ.txt.gz	bc43aed87316b345e6545bff0f27bb2f	507028	validated
41a77c62-50ab-4ccc-a3b1-1af11dc29d8f	db50e76b-141a-44c3-b595-f709a22070da.FPKM-UQ.txt.gz	9788e6003589404a780b265aa69b3d45	465283	validated
44bd87c3-55c3-408c-9f1a-db750367e8a7	fdc50973-2298-4b0a-ba8c-96bf01882f72.FPKM-UQ.txt.gz	f1684d10e19a01a37dff662c0a0d3351	498092	validated
4adefdbb-0cbc-4689-a4b4-d36fd72a8c71	f4cee707-9cb6-406d-b9da-8a9eb27e42c6.FPKM-UQ.txt.gz	1cdc01528128a0df4e15443e4493e401	503090	validated
4c9ce943-b364-4c00-b6b7-80603097bd64	f2e7119a-29c3-4f45-9af5-28c3610b0385.FPKM-UQ.txt.gz	31461415d30fb5510cb3aab7cd226445	505512	validated
4d0c7ebf-c4a2-4095-8d49-795b1e5d9186	6e8a406c-b5e0-4eb1-b4bc-77e57ef72350.FPKM-UQ.txt.gz	230ec6afed7b260dbc4bf129477da0c5	506512	validated
4f2237ec-acfe-4c57-a07a-7f3aeca755cd	6c4b016e-c2dc-4a85-97fb-65ea8b4d0603.FPKM-UQ.txt.gz	ca61bfa1ebedf07578f23a4de0923980	467092	validated
4f9251d7-e469-4453-8199-aaa69afa4ed8	e015598e-fb42-426c-ad01-c4fbfc0dfe88.FPKM-UQ.txt.gz	7dfaa5bde7dc773e082f5cb971918712	508728	validated
5034bf62-eb36-4150-a41f-a840c92f048e	dd337cd0-fa4b-4a16-a7bb-5301a0dba980.FPKM-UQ.txt.gz	2cb74e75f9a1db9af02a369431679a0d	521688	validated
50a9b225-e8f9-4246-a935-8d3cc17521a1	4e9719d5-6602-499d-baf7-4232fb719581.FPKM-UQ.txt.gz	0b8a7d090b2b7db97a532d7b98551a43	523063	validated
55ef9acc-32f4-4f74-a415-30a0ca48dd6c	6cbf61b6-bf95-4997-b8e8-591a1db9d52d.FPKM-UQ.txt.gz	6c88e0b8f9b4eb3d0e6d321eeb789ace	514924	validated
59129bdc-4151-4210-a210-24b289309c52	4b9c4397-d2c4-45e4-abed-842392ab40f9.FPKM-UQ.txt.gz	b888b13c8080fc8a841ed5b91308f59b	520034	validated
5f92b419-3e06-4d05-964c-084528bea7ae	7afccfe4-4245-4f6c-9a56-b1ded4af45a3.FPKM-UQ.txt.gz	3206763904f66d2c2e4e383ac86081f7	506794	validated
60505134-ec95-4f03-ab93-1c747364bdf8	4131e0c9-7757-444c-9c1d-996a80f156f1.FPKM-UQ.txt.gz	028466df2f50d73f37ca5932f7c8335d	469076	validated
61395670-2b3b-43f4-b0ae-a5112b12d0b4	95ae164b-c207-4811-9ff4-fdea9537e738.FPKM-UQ.txt.gz	9f4b0f03da61f48ff35f845c3b14b56c	503162	validated
64119872-3d48-462f-9138-fd6b64f30b5e	70f03be4-71a2-4c45-9ada-c1343d2527f0.FPKM-UQ.txt.gz	31b6d4d2bb0ea08fa57ef0161e5eacbf	510919	validated
64f0cb57-3742-418c-8687-8deb7dcb3012	d123ae50-704e-4782-9822-609111fda11d.FPKM-UQ.txt.gz	775df18c83c395192906924ae8f448ce	511592	validated
6599b9f8-2b38-474e-aa64-0e1e5f10bab5	3ca87ae7-bb82-486c-9030-d9331efd6b67.FPKM-UQ.txt.gz	39d9e2959b45a7f2724912e2a2f092eb	467081	validated
69c70ddf-44ce-4677-b8c0-8e2415fdb58b	73f75d25-384a-4d42-bc83-6bf5975abf8a.FPKM-UQ.txt.gz	23ad5e53341a1c28cc3960f9f6e2d746	526490	validated
6c1e15a5-2ba2-4e14-8feb-209597096718	cf7616fa-d5c6-4430-b644-aaa63bbf2704.FPKM-UQ.txt.gz	860aa138b3df4204f2387790b4c235c1	520608	validated
6d95979e-864e-42de-80c2-3c6871d3b864	22000795-c497-4639-ac4d-689ed2589d5e.FPKM-UQ.txt.gz	6c6d360a55be6db33f438b37b142172c	527983	validated
702dcd9c-34df-4654-826c-7952fea2d4d7	a10b47a9-d9c4-495a-95b8-606c2551fe58.FPKM-UQ.txt.gz	3f3982c510bdb1c535a741d82dcf8877	499646	validated
716caa24-2e5f-4984-a2a8-49953ce48760	c9b6ca16-44ea-4173-83ff-ead3fd987937.FPKM-UQ.txt.gz	b7f39f4c9ab47dbb8a8ca91d4a478169	541163	validated
71f5d5d8-1780-40ac-a060-eb42025e12e7	5ada4ad2-e05c-4046-a31c-f3678c78f902.FPKM-UQ.txt.gz	bd7278ccdf128ffd394d47f3ebfd9f3f	515381	validated
72b9d390-5dc3-41ac-8b4f-74bd89f052de	82417b86-9cdf-4cfa-a917-685b21836bc2.FPKM-UQ.txt.gz	32b7dd0cbf5d12139a46f3b71c29bff0	496905	validated
748f584a-ee91-47fe-b925-8907c92622eb	b0605c35-5b44-4a32-9af2-7bf863d8da81.FPKM-UQ.txt.gz	ba83bb328949130e771c457936a5cb79	468320	validated
7702bad7-9e96-4041-b5ae-bf6ce3fa22ed	1e6c7c12-a08f-459a-b583-0e80637f10cd.FPKM-UQ.txt.gz	4c826cad7780aadbc31689de23e79a11	551841	validated
78955b23-7c5e-49f0-8594-66963ec769ac	60890e58-8718-49c2-bee0-e6823dabcbc5.FPKM-UQ.txt.gz	3a19fb4d94dce3a13173b74e1a689355	486442	validated
7969a2aa-ba8a-4e9b-ab5b-df7827efe299	17e8f188-45e4-4ed2-8953-2d5f0760f244.FPKM-UQ.txt.gz	86e39cffb10bad30fe1ce30233614a1a	525374	validated
7acc4b17-1374-43f9-99a8-0c9a254b1968	ee5cf540-f7c4-4cbb-89f6-41bf2583981b.FPKM-UQ.txt.gz	8b15209ce8b84bf60565025219d2849e	487937	validated
7ea9e6f3-4515-4b8c-9b0e-e85204e10bac	bc5738b1-7d71-4c40-969f-68616ed01345.FPKM-UQ.txt.gz	9738ac07dfb1da10465aa3b5ddb0fabc	501458	validated
8171aedd-1af1-49aa-b393-054946f084f3	96ca4c22-f17f-4125-a3db-aeaff0d42660.FPKM-UQ.txt.gz	03ff42222d74cbb46136649a53390703	511194	validated
81ce6a1c-a41b-4ea9-9886-75ddcb41f1b4	3ea4007b-d856-4b61-b5fd-b0df8a76674b.FPKM-UQ.txt.gz	01dbcfd8a6098817d8fc0e8a0070036a	528386	validated
8597974c-718e-4949-82df-bf79ae8c2f0e	a3cc902b-3b03-4025-a06e-8c6ff3357b66.FPKM-UQ.txt.gz	9a7a26c713d2acdcc565315b8209a24d	465056	validated
884214e3-e912-4039-a7f0-3ca6068e937d	4a242363-7c51-4e35-9892-1a0d944c7b47.FPKM-UQ.txt.gz	8dbd7b7413e3116a8814d775c974cbb8	515472	validated
89593b3f-d9f8-44ae-b05b-984e101f4613	26ab66b2-48c3-4916-b1db-d85d80726683.FPKM-UQ.txt.gz	a34c25696c189e0ff33aa8268dddfaf7	510081	validated
8c368502-c983-4a9f-accd-197803d75c84	f570f256-5698-4d33-b115-811f0663aeac.FPKM-UQ.txt.gz	a88336e74c40a6fdbc62d9ac550f63df	522694	validated
8c94de5e-70d7-435e-9fc1-50b6c7a4c083	55170cf7-4d02-4bb0-a5da-0b686b5550b0.FPKM-UQ.txt.gz	7c42480e9af1f8a40454ac623638d66a	519147	validated
8d98789a-c8fd-4698-999d-64e63a45a05c	fcd8ddd5-d44b-4792-9fb1-f254916a1556.FPKM-UQ.txt.gz	91a1c65e9467b926158d8eb8e61f799d	504234	validated
8e32bdb6-bc13-46e0-8cb7-5d7cdb7c09f9	596e0340-9bb6-49eb-a926-f51f8ec9727d.FPKM-UQ.txt.gz	03eb6cbf83ca8c6b0bfdcbd58c988732	485720	validated
901370e4-6aa1-4538-bc09-1e63b8651c06	43b91db3-cd6b-402d-8f92-00439350fc18.FPKM-UQ.txt.gz	39a13a3e92a5acda2b677090a0ebb7ba	516785	validated
90b463e6-d18a-4907-a427-ecc054dabb11	35c4cc14-5096-4da8-9190-359338fdb365.FPKM-UQ.txt.gz	71c25f6cc64b9a9644751bccad2aea02	488514	validated
92cf2018-4f42-4c99-b023-f862e5a559f2	3189a475-b26f-491a-9223-201f36b2659e.FPKM-UQ.txt.gz	61d023cd1278c54f37f990f2da997327	506050	validated
932a9c1c-e625-4a97-8646-9d64c54973de	c21ed2cb-ddd8-4f27-b5d8-f237e6fa4d21.FPKM-UQ.txt.gz	f8210f3fa8f55a982acce7558cb37444	503874	validated
955047c1-5807-43b7-b027-e40bf1147d31	0214a707-de46-4b7b-899b-89390ad86b60.FPKM-UQ.txt.gz	1aaa8d0a6e3d1ae4a20707c70bc6685c	565612	validated
959a755d-7ed9-4ba8-9f6d-8813d34a939b	737ad078-c85c-4359-b548-283146bc3046.FPKM-UQ.txt.gz	18f6b69675791ae67969be62e6d241da	523734	validated
99eee117-e669-4138-b1aa-884a79ab3fb0	02775fee-c277-4ece-9f1d-9e0705b210ea.FPKM-UQ.txt.gz	357da08682447233de05caa081495132	507302	validated
9d38eacc-c277-4f60-8585-d2b7606ab0d1	3d5eb5d4-79b4-44f9-8396-f0892e0971de.FPKM-UQ.txt.gz	094afbe40f8fc7c4437eaf1611184799	519974	validated
a2fc5ac8-f636-4d47-84c8-add5bf426214	4734e515-f478-481c-b3e6-81f755331a47.FPKM-UQ.txt.gz	49f0f570b8229ae2ce81828dbfbed9dd	507238	validated
a3c28355-754f-422f-9809-cb7d26ccf650	ed2f071b-b001-494b-a7c2-1cb19b9a479e.FPKM-UQ.txt.gz	71e55ae83739ed8f4a4ab59ea9b01307	523727	validated
a3c526ed-f111-47d9-8725-86d1d365f564	7a54b4d7-c87d-4f53-92e0-90c317f3e225.FPKM-UQ.txt.gz	aff3c031ab9b36aa510dcfddd0194c8d	542183	validated
a41c545b-27aa-44a7-8ca5-d571b32a3c9d	6e787323-b1b0-40fc-879b-d8fec6b6ce59.FPKM-UQ.txt.gz	4d13b7efc6b8244dd15071f10111e102	512198	validated
a8aa1c56-75eb-4c07-a1f7-bfe2533b6c9b	3949d143-ea2f-49b8-a003-5e49d06fde1a.FPKM-UQ.txt.gz	db7bd1a6ecc9b0d43ce4d1634eda3c86	530210	validated
aa95219a-cbd4-41ec-8a1b-76aa80c170e6	59118944-d135-4b7d-8ce4-438fcaa4fcf4.FPKM-UQ.txt.gz	7ffb0fdadfc8e5c25227d1c5a494d48b	509620	validated
abae83e9-39fc-4bff-a5f5-26636bcce2b8	cea60138-25ed-4914-83c6-1610e6cebb3b.FPKM-UQ.txt.gz	2ec70732fc324676bdce6a90ae416b90	507027	validated
abd0ed79-8144-4b9f-9d80-f19f7cb4ee2e	4462a8af-5371-475c-94a5-2e23c15d4479.FPKM-UQ.txt.gz	2ce7e98391e865922375f7cabd01606f	499955	validated
acb92e6f-bc58-4b7f-87d5-6b25167ae6ae	bd4fc579-105e-41c4-afe4-fd676f55977e.FPKM-UQ.txt.gz	85231a0099aa886dbbc05f21960500e6	513086	validated
acbd4770-5701-4a38-bee6-f27b358d4334	8fe8861f-0e44-458f-8bcc-159385185c56.FPKM-UQ.txt.gz	f446b68ebb4897ff4aed726298b4816c	522341	validated
ad220223-ccb9-45ae-ab54-bc147fde708d	61c5c0b5-c38b-489d-b0dd-3b42725f29b1.FPKM-UQ.txt.gz	930f4c48f27d39d4b877237f75f832f7	518547	validated
ae2392c2-0daf-4e2c-b665-6aa64d143646	1a4b6897-3022-4818-89ab-c20d2844d140.FPKM-UQ.txt.gz	d505dff2a04b9bbaef986a9f3ea65caf	506721	validated
aec66425-db90-4d8d-ba1f-f26c3dc65e79	f37ffd3e-defe-4e0f-bbd6-f3257a78a4eb.FPKM-UQ.txt.gz	82fc7b9450709b2707f59679518ed7cd	535186	validated
b211f448-3190-4418-82f0-2f82ecdbd3a0	ed406c54-68f2-449e-a178-7f7df60540d5.FPKM-UQ.txt.gz	9e443b30e5551058fc8507762892fc3a	486354	validated
b5fee05c-69df-4990-8586-5248541317bb	4f320b74-5590-434e-88aa-8e9fd04db4f1.FPKM-UQ.txt.gz	a6cb3d77803fec1d375dc6d57427f140	479995	validated
b6880647-0ff0-42ce-af0e-cc911d0f34a8	138f223a-bca0-4ea0-9e04-e5a0b8c7c7c9.FPKM-UQ.txt.gz	422219860f2e6bbebabf89ef89c35e84	530533	validated
bac3dca0-eba0-4fc3-b92d-327f0cacf0d1	ee8ef096-f606-4f7b-bf45-fc505d9e5648.FPKM-UQ.txt.gz	7a6f28afe79d2392f234b375ec22df87	501562	validated
be457573-1bef-4899-bd21-385f60edfaec	d19908e6-b664-4b4f-95ab-a00bd5106a3b.FPKM-UQ.txt.gz	a2ca1cdd93bf0be7084e7e0012548957	507424	validated
bf519dbe-0ef9-4f09-a820-9256f5f930f6	cfd9d31b-3321-4424-9a95-5c5cdcfab1ab.FPKM-UQ.txt.gz	f8abc25262e7b222462b7b66a6e71fd2	523740	validated
bfd40d01-afef-42d0-b08d-a58623c1b9b4	e1225b5a-c7df-4305-a4cf-35ef372240f3.FPKM-UQ.txt.gz	01218615e19778c224aa207961a011c4	510994	validated
c15c55fb-dfdc-4754-8845-98acfc7e6751	e877622c-ef3c-447b-9496-cd1d2ab1a678.FPKM-UQ.txt.gz	01b27e3474746307af9d587a6c9394ed	515038	validated
c4f7b063-bc70-4bbb-96dc-6535b49c4751	43716956-aa57-46fb-afd7-0d244f21af00.FPKM-UQ.txt.gz	bcd6075019eb5fc99f4756e2f5b06b40	538538	validated
c51c43dc-a9ed-4d79-859a-81338131b891	8adf8d6d-df8f-4bdb-8999-a25b9d9dea39.FPKM-UQ.txt.gz	858131c2b66cc47e34b06b165be0ccfb	504860	validated
c7260e41-a8f5-4cb2-b4c2-793cd3a77609	885748d9-5913-4b02-af45-ec5093fbab46.FPKM-UQ.txt.gz	163ad5194fa6d2e354b0cabd13c39cd7	504578	validated
c8475143-23e2-4b3e-8b5f-bc3f54bd4c74	98ac488f-bf05-4175-b9f2-b33cb46665e3.FPKM-UQ.txt.gz	af1c83a479864f1829d3c186653d1872	501433	validated
c95caf43-23a9-416a-8bb4-e16f31f65f23	2256ef51-c589-4c08-b17f-b3242c44680f.FPKM-UQ.txt.gz	3527d81cfaab3cd6b0f1cf2c8edf50b5	514655	validated
c992a39f-e6f8-432b-b1e9-1b36c3a3b871	dcf356c8-93f1-47e4-a143-9931305b4ded.FPKM-UQ.txt.gz	edd91dbf4e9ad35eff2ebafe4c4ff7a5	507974	validated
c9da2b13-a8fb-46d4-afdb-219dfabb2903	fdb7e1fd-f209-4199-b019-bcf19f0bd361.FPKM-UQ.txt.gz	1ebe835cd581d282ec63cee29f4869a0	517169	validated
ca399e85-2f2d-4212-a1cb-e0f124317f40	e311f76b-2b7f-487d-9dbf-a6d9552fdd88.FPKM-UQ.txt.gz	46f33c4653a48eecd6f3108148312926	492060	validated
caa1417f-e85c-457f-a2f2-8131a8f55d69	14100499-dd37-452c-96bd-8aee7e0b9fcf.FPKM-UQ.txt.gz	21f9f9e789f9d3685d5df3cfa4653c04	510502	validated
cbcbc8cf-f73a-43c5-8883-ad270eba3c80	b4c40df7-e459-47d5-8a3a-a46573650d51.FPKM-UQ.txt.gz	11acd6dbdcfe1b36285fea674b4242e1	509253	validated
cbe2c2c2-c16a-46b1-89d4-3a80e474b1e5	a51130ea-a4f5-434e-8606-a3a5d58b64e5.FPKM-UQ.txt.gz	2533f288cf89e66995082a6fcf761678	498814	validated
cde600c3-10a4-4eee-b6bb-b4bf59274e43	26a30920-d41b-4400-ae17-a6d290ccbf76.FPKM-UQ.txt.gz	00c0fc340f57d99deeb0c3017f9126f0	474614	validated
d003225e-d61e-488c-8769-9e09dfe384b3	d43d8f86-1c94-4058-9569-f15023068ff3.FPKM-UQ.txt.gz	48e72f0dc74a495699deaf3b0c9cd707	483122	validated
d1a10d0c-6ee3-4133-83f2-eb6c9684c5c3	22bdcfae-7b41-434f-81e0-3867cd30b3c2.FPKM-UQ.txt.gz	97ba2172f6a8943366011db9abef6824	499121	validated
d1b7f1e8-39a7-40c2-bc91-24e3c676efa2	5fb027d6-37c1-4a46-b100-991a4a8c5984.FPKM-UQ.txt.gz	87cf40ded1b2ba096da8ed175fa20ca9	527727	validated
d1f85ccf-a2f4-4075-9e3d-6aff92b11537	538b497d-98a2-4e5b-afd6-e5dfe63d098a.FPKM-UQ.txt.gz	ac42052226d93a2a2709422d7e23adde	499742	validated
d3509c85-bdd6-4589-ab03-c8dee0907bac	f40521e6-c30d-45d2-ab6d-61edf96edf89.FPKM-UQ.txt.gz	b9a577b0e06ccdcdb380fbc51afd8b50	519133	validated
d3cc4415-d4ba-4391-b39c-47a87c673eda	555ab898-bcca-4b58-b7d3-a96bf1f6f851.FPKM-UQ.txt.gz	6713f11033c36de14da5bbc89b02b502	517834	validated
d3e3273a-b5ad-451b-9290-1742790a2242	d15c3f00-7cfd-4058-9276-13b25f1d065c.FPKM-UQ.txt.gz	e4acfe6761245adad97e9f7cec47fe79	530492	validated
d483de7f-cd21-4557-b434-14d6d14a0d9a	de5213cf-c59a-4c75-910b-927029383c2b.FPKM-UQ.txt.gz	aedb16edf5f631bf91fd6609cc09b9b9	519787	validated
d5ed3034-437e-48d3-b60f-fa73f036d07d	f0910dd0-5170-4222-a5ea-bfcc93ed1766.FPKM-UQ.txt.gz	80b0fadaf560cce67cd8687a809f02b5	533252	validated
d64d3d4d-7fce-4e33-98da-52598c09902b	91d987ba-bb25-4464-ab8b-da9ffc777008.FPKM-UQ.txt.gz	9ef54459e5523081bcbd090b3f404d24	513166	validated
d68a4fb4-e490-4e24-92bc-087ab6a159e7	a8187969-0610-479a-8d12-2c8e61c07a80.FPKM-UQ.txt.gz	3b407491250da4c7b48a4d79c4239ed6	532858	validated
d78448c8-2fc2-46f3-9733-632972fe308d	d225a442-a4f3-40cd-b80e-d4c3f4cb6b5f.FPKM-UQ.txt.gz	ea00af549aabaf9356ecd4ac6475ffef	526122	validated
d829cc21-8aba-404f-a79b-49dbdadbbddd	08ede229-363e-49f4-951f-95509ec3c604.FPKM-UQ.txt.gz	30da75c11e19fc8d4226e1010180df76	485048	validated
da6c861b-abd5-4a1a-8663-309032eefdd9	ba3feee9-9672-4379-a9e8-12dc2c6494fc.FPKM-UQ.txt.gz	18978b5779dc472e5897a026313027c4	500899	validated
da8e16eb-19be-48ed-9aaf-b93d57131537	13bcca7a-0ef9-436f-82c4-01abf32f510e.FPKM-UQ.txt.gz	e5d7f2b09ac473a9ab3ce28da03e8410	484998	validated
db153e4d-3456-40fc-af0e-af83cb2bbb2d	eab25d32-0d61-4ddf-9b9f-5f3a592d6f31.FPKM-UQ.txt.gz	80904086be2bf2246812f7556d72e4d6	525847	validated
dbad2125-cf97-40f6-8445-ca0d1faca8b2	2bca719d-0f0a-4ccf-959c-0babe2fe2455.FPKM-UQ.txt.gz	67efde72c0830ff1e289699624f1bb67	512303	validated
dc4cb146-5219-4a0d-8964-b8309d8db359	a63f03fe-8d15-426d-b41f-88d30aebe774.FPKM-UQ.txt.gz	3cca1a7784d8b447dfaf5f70d0a28c0b	503409	validated
de8fd0de-d902-4566-8790-6c774ab92cbc	8cd31f85-1d2e-4d90-bd8b-7ca7ebd9241b.FPKM-UQ.txt.gz	9cfafeb21a69bf1eb12c0067c78e7865	503376	validated
e0691674-ccf2-45a4-8aa7-5ba87144c786	c8fd69b8-365d-4802-aed6-619956545feb.FPKM-UQ.txt.gz	891c77ce50e1e022e98a8057d86f2062	487570	validated
e4a7711e-4bce-4966-8695-c86cf24582d5	7a5aed1d-3dcd-408e-bb86-a0c5a2dbb0af.FPKM-UQ.txt.gz	ca642f53b2a4ce12f2937c286b343979	508712	validated
e4f50f86-13fa-4975-8c89-3a5226d5cfb9	33eb8dac-67ee-4ab4-bf70-e81dbec1bf29.FPKM-UQ.txt.gz	7212e9d6253a5e6c2fa40b12b2810016	528377	validated
e68345dd-6378-493d-aee6-c5c9e4751d2e	991941ca-9361-4727-831d-2454121ffde4.FPKM-UQ.txt.gz	c8c4086705c2860bf67bd0da57bc09dc	516764	validated
e9ffd35f-d674-4aa8-a6c4-3e83949d9aa3	448111f8-187f-47b3-8198-94d351253cf0.FPKM-UQ.txt.gz	ac4800bb2a315443dae79692a6b37a80	496571	validated
eab9208f-51b7-4acb-b9e9-0660e441c055	77cf3117-a628-4642-8171-c99925195ac4.FPKM-UQ.txt.gz	02a9512f7bab890b156472ea95a5cf63	520262	validated
eb44bc09-1af8-417d-8cd9-2e0a767502d5	a535f377-4f7e-46b0-adbe-9433a5c1f269.FPKM-UQ.txt.gz	05017a86dd3fb4439b4f5ac14384418b	499694	validated
ec3919a9-51c4-46d1-ac36-e6163fb232da	02ae3e1a-390c-4f9c-8435-6141296b578e.FPKM-UQ.txt.gz	ce73c1c9df14ee7f87ede69499129c37	481849	validated
ed1a64ac-349d-4e57-ab8c-1ea061dc8b60	ed92b05a-d314-44a4-b020-47a4f9677bfe.FPKM-UQ.txt.gz	0d89094a003c30c03461ec60fe9133c6	492250	validated
